language,gender,task,langtask,speaker,scenario,condition1,condition2,dur,notes,f0mnhz,f0mdhz,f0sdhz,f0mihz,f0mahz,f0rghz ,f0mnvst,f0mdvst,f0sdvst,f0mivst,f0mavst,f0rgvst,inmn,inmd,inrange,jitloc,jitrap,jitppq5,periodsd,shimloc,shimapq11,shimapq3,h1mh2mn,slopen0114,slopen5228,mnHNR,mnNHR,jitlocvr,jitrapvr,shimlocvr,shimapq3vr
Japanese,F,ppt,ppt_jpn,11,1,pol,polite,38.447,,209.3,219.8,42.7,98,323.6,225.7,92.03,93.36,4.42,-0.35,20.33,20.68,61.8,58,32.6,0.01167,0.00374,0.00595,0.0014,0.10266,0.09979,0.03994,3.41,-18.7,-19,13.9,0.139,0.01167,0.00374,0.10267,0.03995
Japanese,F,ppt,ppt_jpn,11,2,cas,casual,15.429,,225.3,234.9,51.4,99.2,313.2,214,93.17,94.51,4.99,-0.13,19.66,19.79,65.4,61.9,36.3,0.0114,0.00365,0.00572,0.0013,0.09384,0.09319,0.03404,0.03,-19.7,-20.7,15.2,0.1296,0.0114,0.00365,0.09381,0.03403
Japanese,F,ppt,ppt_jpn,11,2,pol,polite,23.601,,212.8,222,46.5,89.7,314.7,225,92.24,93.53,4.74,-1.87,19.85,21.72,61.9,55.9,33.5,0.01142,0.00333,0.00499,0.0016,0.09983,0.09006,0.03767,0.34,-20.9,-21.4,14,0.1313,0.01142,0.00333,0.09987,0.03769
Japanese,F,ppt,ppt_jpn,11,3,cas,casual,4.635,,287.7,295.6,45.3,209.4,364.6,155.1,97.8,98.49,2.82,12.81,22.39,9.59,73.4,69.8,39.2,0.00823,0.00155,0.00311,0.0006,0.08847,0.09334,0.02733,11.95,-13.1,-20.6,16.8,0.06,0.00823,0.00155,0.08847,0.02733
Japanese,F,ppt,ppt_jpn,11,3,pol,polite,9.51,,286.8,294.6,39.5,129,366.3,237.2,97.76,98.43,2.92,4.42,22.47,18.06,67.9,63.8,38.3,0.00698,0.0016,0.00295,0.0008,0.07681,0.07435,0.02803,9.47,-16.4,-21.4,17.6,0.09,0.00698,0.0016,0.07683,0.02803
Japanese,F,ppt,ppt_jpn,11,4,cas,casual,8.799,,230.3,221.1,41.6,150.3,350.7,200.5,93.9,93.47,3.08,7.05,21.72,14.67,62.4,55,36.2,0.00881,0.00238,0.00473,0.0007,0.09244,0.08442,0.03801,5.5,-21.3,-23.2,17.2,0.081,0.00881,0.00238,0.09244,0.03801
Japanese,F,ppt,ppt_jpn,11,4,pol,polite,8.102,,233.6,246.8,46.1,109.4,331.1,221.7,93.96,95.37,4.28,1.55,20.71,19.15,62.4,58.3,32.4,0.00816,0.00221,0.00377,0.0012,0.09249,0.08209,0.0403,6.23,-21.2,-21,16.7,0.1054,0.00816,0.00221,0.09224,0.04025
Japanese,F,ppt,ppt_jpn,11,5,cas,casual,10.09,,241.4,240.7,45.3,101.3,337.7,236.4,94.57,94.93,4.09,0.25,20.95,20.7,63.6,59.4,34.9,0.00818,0.00217,0.00401,0.0011,0.07939,0.07319,0.03087,3.59,-21.5,-24,16.7,0.1,0.00818,0.00217,0.07939,0.03087
Japanese,F,ppt,ppt_jpn,11,5,pol,polite,33.411,,217.4,222.5,49.1,98.2,338.2,240,92.59,93.57,4.83,-0.31,21.1,21.4,60.4,54.5,34.6,0.01071,0.0032,0.0051,0.0014,0.09368,0.08291,0.03789,4.49,-18.6,-18.6,14.1,0.1369,0.01049,0.0032,0.09368,0.03789
Japanese,F,ppt,ppt_jpn,11,6,cas,casual,9.119,,219.9,224.9,42.4,96.8,455.7,358.9,92.96,93.76,4.02,-0.57,26.26,26.82,67.1,63.8,35.8,0.00768,0.00209,0.00362,0.0011,0.07255,0.06548,0.0283,2.05,-18.7,-22.1,16.9,0.0771,0.00768,0.00209,0.07255,0.0283
Japanese,F,ppt,ppt_jpn,11,6,pol,polite,24.03,,200.5,218.7,49,100,292.6,192.6,91.09,93.28,5.18,0.001,18.59,18.58,62.2,58.8,33.5,0.01002,0.0033,0.00508,0.0015,0.09055,0.07934,0.03801,2.04,-17.6,-17.9,14.4,0.1195,0.01002,0.0033,0.09055,0.03801
Japanese,F,ppt,ppt_jpn,13,1,cas,casual,7.932,,212.5,212.1,39.8,90.3,301.5,211.3,92.38,92.74,4.02,-1.77,19.1,20.87,72.9,66.5,44,0.00888,0.00247,0.0048,0.0013,0.08629,0.08041,0.02584,4.92,-20.4,-21.1,17.6,0.0993,0.00888,0.00247,0.08629,0.02584
Japanese,F,ppt,ppt_jpn,13,1,pol,polite,17.751,,214.7,231.9,54.5,87.5,318.6,231.1,92.2,94.29,5.56,-2.31,20.06,22.37,70.4,59.7,41.6,0.01014,0.00284,0.00454,0.0014,0.06315,0.05327,0.02102,7.52,-21.5,-21.5,19.3,0.0795,0.01014,0.00284,0.06312,0.021
Japanese,F,ppt,ppt_jpn,13,2,cas,casual,3.094,,212.5,214.6,25.1,107.1,265.2,158.1,92.63,92.95,2.38,1.19,16.89,15.7,70.8,65.6,38.1,0.01236,0.00303,0.00562,0.0007,0.08872,0.08619,0.02947,5.22,-19.4,-17.5,16,0.0852,0.01236,0.00303,0.08872,0.02947
Japanese,F,ppt,ppt_jpn,13,2,pol,polite,5.743,,223.6,230.6,25.7,101,291.9,190.9,93.52,94.19,2.4,0.17,18.5,18.33,68.3,59.9,41.2,0.01068,0.0027,0.00519,0.0008,0.08432,0.06708,0.0253,10.14,-21.2,-20.1,17.9,0.0868,0.01068,0.0027,0.08432,0.0253
Japanese,F,ppt,ppt_jpn,13,3,cas,casual,1.879,,232.4,229.6,28.2,189.1,283.7,94.6,94.2,94.12,2.1,11.03,18.05,7.02,74.9,72.2,40.9,0.00899,0.00207,0.0041,0.0005,0.07419,0.05825,0.02183,8.22,-16.2,-22.2,19.5,0.0514,0.00899,0.00207,0.07419,0.02183
Japanese,F,ppt,ppt_jpn,13,3,pol,polite,1.697,,242,252.3,34.5,110.7,291.6,180.9,94.79,95.75,3.07,1.76,18.53,16.77,75.5,71.9,26.8,0.00933,0.00235,0.00364,0.0008,0.07317,0.06656,0.02049,6.64,-19.9,-27,20.5,0.0566,0.00933,0.00235,0.07317,0.02049
Japanese,F,ppt,ppt_jpn,13,4,cas,casual,2.043,,212.6,201.5,67.7,96.5,342.5,246,91.83,91.86,5.95,-0.62,21.31,21.93,71.1,64.2,37.9,0.01286,0.00332,0.00598,0.0019,0.08442,0.08183,0.02756,7.03,-23.2,-19.8,16.2,0.0901,0.01286,0.00332,0.08442,0.02756
Japanese,F,ppt,ppt_jpn,13,4,pol,polite,7.429,,232.9,228.6,33.3,186.7,336.2,149.5,94.19,94.04,2.41,10.82,20.99,10.17,68.9,59.6,41.8,0.01002,0.00249,0.00464,0.0009,0.08448,0.05945,0.02493,7.7,-22.5,-25.1,20.1,0.0785,0.01002,0.00249,0.08448,0.02493
Japanese,F,ppt,ppt_jpn,13,5,cas,casual,12.514,,253.8,234.1,54.6,92.1,359.1,267,95.45,94.45,3.78,-1.43,22.11,23.54,69,50.7,44.8,0.00951,0.00244,0.00439,0.001,0.08072,0.06105,0.02732,7.82,-18.4,-23.1,19.3,0.0767,0.00951,0.00244,0.08076,0.02734
Japanese,F,ppt,ppt_jpn,13,5,pol,polite,17.318,,218.7,219.3,47.3,85.3,317.8,232.4,92.76,93.32,4.51,-2.75,19.99,22.73,69.3,58,43.1,0.01057,0.00289,0.00499,0.0012,0.07591,0.06516,0.02571,7.21,-20.7,-18,17.2,0.0945,0.01057,0.00289,0.07593,0.02568
Japanese,F,ppt,ppt_jpn,13,6,cas,casual,2.504,,232.4,223.9,48.8,102.3,328.3,226,93.91,93.68,3.95,0.39,20.58,20.19,71.3,63,42.4,0.01536,0.00442,0.00624,0.0019,0.0924,0.08185,0.02795,7.03,-18.6,-23.5,14.7,0.1522,0.01536,0.00442,0.0924,0.02795
Japanese,F,ppt,ppt_jpn,13,6,pol,polite,6.3,,228.9,243.8,44.5,96.1,288.3,192.2,93.59,95.16,4.43,-0.69,18.33,19.02,70.3,63.2,40.5,0.00862,0.00236,0.00455,0.0006,0.07431,0.05749,0.02227,11.8,-20,-17.7,19.9,0.0849,0.00862,0.00236,0.07431,0.02227
Japanese,F,ppt,ppt_jpn,14,1,cas,casual,6.723,,233.5,240.1,42.2,95.7,310.1,214.5,94.03,94.89,3.93,-0.76,19.59,20.36,71,65.4,40.8,0.01137,0.00386,0.00636,0.0015,0.06709,0.05743,0.02286,3.86,-19.9,-25.5,18,0.1116,0.01137,0.00386,0.06709,0.02286
Japanese,F,ppt,ppt_jpn,14,1,pol,polite,28.407,,226.4,220.2,26.2,175,445.3,270.4,93.77,93.39,1.91,9.68,25.86,16.17,67.9,63.2,40,0.00883,0.00235,0.00482,0.0005,0.07603,0.06581,0.02401,6.31,-21,-24.3,18.4,0.0849,0.00883,0.00235,0.07603,0.02401
Japanese,F,ppt,ppt_jpn,14,2,cas,casual,8.335,,245.3,239.9,38.8,94.5,314,219.4,94.99,94.88,3.3,-0.97,19.8,20.78,71.5,64.7,45.5,0.01141,0.00295,0.00523,0.0011,0.06776,0.06254,0.02213,5.53,-20.8,-26.4,18.6,0.0957,0.01141,0.00295,0.06776,0.02213
Japanese,F,ppt,ppt_jpn,14,2,pol,polite,9.333,,219.5,217.3,17.2,180.4,297.4,117.1,93.28,93.17,1.34,10.28,18.87,8.59,66.8,63.5,36.2,0.01055,0.00309,0.0062,0.0004,0.07416,0.06322,0.02769,9.39,-21.8,-23.4,18.1,0.1006,0.01055,0.00309,0.07416,0.02769
Japanese,F,ppt,ppt_jpn,14,3,cas,casual,2.299,,268.9,265.9,31.8,199.6,384.5,185,96.73,96.66,2.03,11.99,23.32,11.32,70.8,69,37.7,0.01057,0.00268,0.00551,0.0004,0.07655,0.08147,0.02258,3.39,-18.4,-26.9,18.3,0.0852,0.01057,0.00268,0.07655,0.02258
Japanese,F,ppt,ppt_jpn,14,3,pol,polite,6.244,,247.8,242.4,42.1,118.1,330.5,212.4,95.16,95.05,3.18,2.87,20.7,17.82,69.9,66.6,41.9,0.00792,0.00191,0.00353,0.0006,0.07401,0.06049,0.02869,8.68,-20.9,-28,18.2,0.0787,0.00792,0.00191,0.07401,0.02869
Japanese,F,ppt,ppt_jpn,14,4,cas,casual,3.632,,246,239.9,32.9,184.1,309.6,125.4,95.16,94.87,2.33,10.58,19.56,8.98,73.7,68.9,42.1,0.00841,0.00178,0.00342,0.0008,0.07006,0.06341,0.01982,-2.2,-22.5,-27.1,18.9,0.0579,0.00841,0.00178,0.07006,0.01982
Japanese,F,ppt,ppt_jpn,14,4,pol,polite,9.383,,232.6,224.9,34.1,184.8,555.8,371.1,94.2,93.76,2.1,10.64,29.7,19.06,68.9,64.5,42.2,0.00751,0.00213,0.00403,0.0005,0.06929,0.05928,0.02337,5.31,-21.5,-27.7,19.6,0.0675,0.00751,0.00213,0.06922,0.02325
Japanese,F,ppt,ppt_jpn,14,5,cas,casual,15.822,,244.1,241.7,30.4,93.5,386.9,293.5,95.04,95.01,2.25,-1.17,23.42,24.59,72,65.9,45.7,0.00935,0.00249,0.00485,0.0008,0.06407,0.0573,0.01919,3.05,-19.2,-26.6,18.7,0.0968,0.00935,0.00249,0.06408,0.01919
Japanese,F,ppt,ppt_jpn,14,5,pol,polite,16.337,,245.2,237.4,36.7,110.3,347,236.6,95.05,94.69,2.73,1.7,21.54,19.83,70.7,66,44,0.00747,0.00194,0.00398,0.0007,0.06271,0.04875,0.01812,4.7,-22.1,-24.6,19.9,0.0586,0.00747,0.00194,0.06273,0.01808
Japanese,F,ppt,ppt_jpn,14,6,cas,casual,3.347,,264.2,263.7,22.3,221.4,306.8,85.5,96.48,96.51,1.47,13.76,19.41,5.65,75.2,74.3,45.5,0.00709,0.00211,0.00422,0.0003,0.06733,0.05635,0.02225,2.1,-18,-27.8,19.8,0.072,0.00709,0.00211,0.06733,0.02225
Japanese,F,ppt,ppt_jpn,14,6,pol,polite,4.337,,253.5,258.5,23.6,179.6,305.4,125.9,95.75,96.17,1.67,10.14,19.33,9.19,72.3,67.3,43.4,0.00817,0.00219,0.00436,0.0004,0.07162,0.06862,0.0261,9.83,-20.2,-22.8,18.2,0.1075,0.00817,0.00219,0.07162,0.0261
Japanese,F,ppt,ppt_jpn,17,1,cas,casual,8.945,,185.1,184.7,23.4,76.9,233.2,156.3,90.22,90.35,2.6,-4.54,14.66,19.2,58.6,54,33.3,0.01416,0.00412,0.00712,0.0012,0.12275,0.13937,0.0419,5.63,-18,-14.8,12.8,0.161,0.01416,0.00412,0.12295,0.04205
Japanese,F,ppt,ppt_jpn,17,2,cas,casual,3.905,naturally low,169.1,168.3,9.8,149.7,200.7,51,88.79,88.74,0.98,6.99,12.06,5.07,52.4,46.8,26.6,0.01523,0.00458,0.00774,0.0019,0.14906,0.18409,0.0539,2.73,-21.3,-18,11.1,0.2237,0.01523,0.00458,0.14906,0.0539
Japanese,F,ppt,ppt_jpn,17,2,pol,polite,7.341,naturally low,170.2,168.6,11.5,145.9,205.9,59.9,88.89,88.77,1.17,6.56,12.5,5.94,52.2,48,26.6,0.01295,0.00396,0.00757,0.0015,0.12993,0.16434,0.05103,8.41,-20.4,-19.8,11.9,0.1888,0.01295,0.00396,0.13011,0.05111
Japanese,F,ppt,ppt_jpn,17,3,cas,casual,1.709,,194.7,189.4,19.8,164.2,232.3,68.2,91.17,90.78,1.74,8.58,14.6,6.01,56.2,55.6,21.1,0.01375,0.00376,0.007,0.0011,0.12877,0.13349,0.04886,4.08,-20.2,-16,13.3,0.1414,0.01375,0.00376,0.12877,0.04886
Japanese,F,ppt,ppt_jpn,17,3,pol,polite,1.766,,200.9,200.6,18,170.7,233.6,63,91.73,91.78,1.55,9.26,14.69,5.43,54.8,51,20.8,0.01159,0.00268,0.00555,0.0011,0.1577,0.18453,0.05428,3.83,-24.6,-12.7,12.5,0.1504,0.01159,0.00268,0.1577,0.05428
Japanese,F,ppt,ppt_jpn,17,4,cas,casual,1.944,,192.6,190.1,27.5,148.3,238.1,89.8,90.89,90.84,2.51,6.82,15.02,8.2,57.8,54.8,24.4,0.01064,0.00258,0.00467,0.0012,0.12638,0.1515,0.04621,6,-21.6,-18,14,0.1304,0.01064,0.00258,0.12638,0.04621
Japanese,F,ppt,ppt_jpn,17,4,pol,polite,4.605,naturally low,188.2,184.8,24.5,149.3,252,102.7,90.53,90.36,2.22,6.94,16,9.06,52.6,45.7,27,0.0131,0.00336,0.00664,0.0016,0.15929,0.21812,0.06484,8.13,-23.9,-14.8,12.3,0.1901,0.0131,0.00336,0.16023,0.06541
Japanese,F,ppt,ppt_jpn,17,5,cas,casual,6.274,,200.2,205.9,32.2,140.3,275,134.7,91.51,92.23,2.86,5.87,17.52,11.65,55.2,48.2,28.6,0.01185,0.00273,0.00504,0.0014,0.13364,0.1743,0.04891,6.69,-21.8,-20.9,13.5,0.153,0.01185,0.00273,0.13365,0.0489
Japanese,F,ppt,ppt_jpn,17,5,pol,polite,21.138,,190.5,174.7,33,143.8,261.3,117.5,90.64,89.39,2.88,6.29,16.63,10.34,53.4,46,28.3,0.01166,0.0034,0.00631,0.0015,0.10551,0.11224,0.03998,7.02,-24.9,-18.2,13.4,0.1761,0.01166,0.0034,0.10556,0.04
Japanese,F,ppt,ppt_jpn,18,1,cas,casual,8.179,,184.5,175.9,27.4,139,247.6,108.5,90.15,89.51,2.53,5.71,15.69,9.99,71.4,63.7,41.3,0.01062,0.00304,0.00522,0.0011,0.0876,0.08679,0.02907,-2.26,-10.8,-15.6,14.3,0.1344,0.01062,0.00304,0.0876,0.02907
Japanese,F,ppt,ppt_jpn,18,1,pol,polite,26.678,naturally low,176.9,176.3,19.6,127.1,245.2,118,89.49,89.54,1.9,4.16,15.53,11.37,69.9,56.2,42.8,0.01066,0.00261,0.00503,0.0007,0.09067,0.09972,0.02591,-0.03,-12.4,-17.1,14.2,0.1142,0.01066,0.00261,0.09067,0.02591
Japanese,F,ppt,ppt_jpn,18,2,cas,casual,4.108,,194.4,195.9,19.3,153.2,245.8,92.7,91.15,91.37,1.71,7.38,15.57,8.19,72.9,66.9,42.1,0.00873,0.00218,0.00406,0.001,0.10408,0.10716,0.03028,-1.84,-12.8,-15.4,13.6,0.1219,0.00873,0.00218,0.10408,0.03028
Japanese,F,ppt,ppt_jpn,18,2,pol,polite,6.979,,183.7,183.6,25.3,135.8,250.4,114.5,90.09,90.25,2.39,5.3,15.89,10.59,69.1,60.3,40.8,0.00864,0.00231,0.00406,0.0012,0.07118,0.06008,0.02659,-0.99,-12.2,-14.7,13.9,0.1349,0.00864,0.00231,0.07118,0.02659
Japanese,F,ppt,ppt_jpn,18,3,cas,casual,2.377,,218.2,207.3,29.6,175.8,291.1,115.3,93.08,92.35,2.31,9.77,18.5,8.73,73.7,64.9,44.3,0.0104,0.00269,0.00563,0.0008,0.11763,0.11975,0.04088,2.34,-9,-14.2,11.2,0.1923,0.0104,0.00269,0.11766,0.04036
Japanese,F,ppt,ppt_jpn,18,3,pol,polite,2.941,,210.9,222.5,23.3,166.2,240.8,74.6,92.53,93.57,1.99,8.79,15.21,6.42,71.4,62.5,42.9,0.01615,0.00474,0.00885,0.0007,0.08793,0.09562,0.02366,1.84,-12,-18.9,13.8,0.1711,0.01615,0.00474,0.08791,0.02365
Japanese,F,ppt,ppt_jpn,18,4,cas,casual,2.153,,181.8,183.5,21.3,138.7,236.5,97.8,89.95,90.23,2.04,5.66,14.9,9.24,70.9,68.4,29.6,0.01334,0.0043,0.00767,0.0008,0.12658,0.1343,0.05056,-1.14,-10.2,-14.7,10.9,0.1903,0.01334,0.0043,0.12658,0.05056
Japanese,F,ppt,ppt_jpn,18,4,pol,polite,6.209,naturally low,175.8,175.4,16.4,148.1,242.3,94.2,89.42,89.46,1.58,6.8,15.32,8.52,65.7,59.9,35,0.01144,0.00367,0.00658,0.0006,0.09887,0.11016,0.03635,1.23,-12.6,-17.9,12.2,0.1646,0.01144,0.00367,0.09887,0.03635
Japanese,F,ppt,ppt_jpn,18,5,cas,casual,9.907,,195.7,190.7,28.2,134.3,253.1,118.8,91.17,90.9,2.53,5.1,16.08,10.98,65.9,45.3,41.3,0.01208,0.00346,0.00579,0.0014,0.09439,0.07533,0.02869,-2.89,-13,-14.9,14.1,0.1571,0.01208,0.00346,0.09439,0.02869
Japanese,F,ppt,ppt_jpn,18,5,pol,polite,9.927,,187.8,182.7,25.3,143.4,234.7,91.4,90.48,90.16,2.34,6.24,14.77,8.53,69,59.6,42.3,0.01344,0.00365,0.00592,0.0011,0.09123,0.09499,0.02689,0.78,-12.2,-19.6,12.7,0.1579,0.01344,0.00365,0.09129,0.02689
Japanese,F,ppt,ppt_jpn,18,6,cas,casual,1.564,,202.1,200.6,23.5,166.5,272.8,106.3,91.8,91.78,1.96,8.82,17.37,8.55,71.6,68.5,39,0.01325,0.00268,0.00549,0.0006,0.10957,0.08329,0.03144,-2.82,-11.6,-18.7,11.9,0.1382,0.01325,0.00268,0.10957,0.03144
Japanese,F,ppt,ppt_jpn,18,6,pol,polite,3.266,,192.2,189.2,18.2,156.1,246.7,90.7,90.96,90.76,1.58,7.71,15.63,7.93,72.3,69.5,39.8,0.01013,0.00236,0.00424,0.0006,0.09577,0.10402,0.03027,6.38,-12.2,-20.2,14.3,0.1123,0.01013,0.00236,0.09577,0.03027
Japanese,F,ppt,ppt_jpn,20,1,cas,casual,9.447,,264.9,262.6,46.7,106.8,423,316.2,96.31,96.44,3.2,1.14,24.92,23.78,74.8,69.6,44.2,0.00865,0.00185,0.00356,0.001,0.08134,0.07621,0.0251,3.26,-15.6,-23.1,16.3,0.0957,0.00865,0.00185,0.08129,0.025
Japanese,F,ppt,ppt_jpn,20,1,pol,polite,14.554,,264.1,266.9,40.7,105.8,359.8,253.9,96.3,96.72,3,0.98,22.08,21.09,70,61.2,41.7,0.009,0.00244,0.00456,0.0007,0.08136,0.06797,0.03302,10.17,-20,-22.2,17.3,0.099,0.009,0.00244,0.08136,0.03302
Japanese,F,ppt,ppt_jpn,20,2,cas,casual,2.867,minor change,330.1,332.2,38.4,262.5,418.4,155.8,100.65,100.51,1.96,16.72,24.78,8.06,72.7,65.3,43.2,0.00854,0.00208,0.00414,0.0004,0.10095,0.10271,0.0308,2.7,-9.9,-22,14.4,0.1449,0.00854,0.00208,0.10095,0.0308
Japanese,F,ppt,ppt_jpn,20,2,pol,polite,9.301,naturally high,352.4,360.6,61.6,143.6,455.8,312.2,101.15,101.93,4.04,6.27,26.25,19.98,67.3,61.1,37,0.00607,0.00147,0.00293,0.0006,0.10119,0.09553,0.03969,2.81,-15.6,-22,15.5,0.1402,0.00607,0.00147,0.10121,0.03971
Japanese,F,ppt,ppt_jpn,20,3,cas,casual,1.686,naturally high,351.3,359.7,52.3,225.3,459,233.7,101.27,101.89,2.71,14.08,26.38,12.3,77.8,75.5,31.3,0.00881,0.00196,0.00398,0.0006,0.10967,0.11983,0.04392,0.56,-11.9,-23.6,13.6,0.1769,0.00881,0.00196,0.10967,0.04392
Japanese,F,ppt,ppt_jpn,20,3,pol,polite,4.864,naturally high,377.8,385.6,56.2,168.4,482.9,314.5,102.46,103.09,3.42,9.03,27.22,18.2,73.7,67.6,41.8,0.00628,0.00144,0.0027,0.0006,0.10476,0.08354,0.04094,2.59,-11,-27.1,16.3,0.1081,0.00628,0.00144,0.10476,0.04094
Japanese,F,ppt,ppt_jpn,20,4,cas,casual,7.076,,265,262,34.7,194.8,359.1,164.4,96.45,96.4,2.25,11.55,22.13,10.58,72.8,52.9,45.8,0.01049,0.00258,0.00518,0.0009,0.08746,0.08309,0.02824,6.04,-13.5,-24.2,15.5,0.123,0.01049,0.00258,0.0876,0.02824
Japanese,F,ppt,ppt_jpn,20,4,pol,polite,14.59,naturally high,291.4,277.3,50.7,203.1,446.5,243.4,98,97.38,2.9,12.28,25.79,13.52,69.4,57,43.5,0.00992,0.00248,0.00485,0.0006,0.0989,0.09018,0.03253,9.49,-19.4,-24.2,17.3,0.1085,0.00992,0.00248,0.0989,0.03253
Japanese,F,ppt,ppt_jpn,20,5,cas,casual,6.717,naturally high,291.6,302.4,64.1,176.1,416.8,240.7,97.8,98.88,4.1,9.8,24.71,14.91,70.1,63.4,43.6,0.01311,0.00322,0.00542,0.0011,0.10561,0.09351,0.03686,7.14,-17.9,-23.7,15,0.1382,0.01311,0.00322,0.10561,0.03686
Japanese,F,ppt,ppt_jpn,20,5,pol,polite,37.934,,257,247.6,45.7,182,372.4,190.4,95.81,95.42,2.98,10.37,22.76,12.39,71.3,59.3,45.3,0.01012,0.00254,0.00475,0.0008,0.08478,0.0797,0.02762,6.78,-17.2,-24.3,17,0.11,0.01012,0.00254,0.08475,0.02762
Japanese,F,ppt,ppt_jpn,20,6,cas,casual,2.083,naturally high,399,408.9,60.6,268.2,526.3,258.1,103.47,104.11,2.74,17.08,28.74,11.67,75.4,74.4,34.4,0.00611,0.00179,0.00358,0.0004,0.08564,0.0662,0.03729,11.08,-13.9,-22.3,16.5,0.103,0.00611,0.00179,0.08564,0.03729
Japanese,F,ppt,ppt_jpn,20,6,pol,polite,7.113,naturally high,300.3,291.8,37.6,235.7,403.7,168,98.63,98.27,2.1,14.84,24.11,9.27,74.9,72.6,42.4,0.00761,0.00184,0.00346,0.0004,0.07639,0.06952,0.02689,8.92,-17.2,-23.5,17.9,0.0803,0.00761,0.00184,0.07639,0.02689
Japanese,F,ppt,ppt_jpn,2,1,pol,polite,16.028,,224.9,214.7,39.9,167.1,341.1,174,93.5,92.96,2.95,8.89,21.24,12.35,65.4,58.8,38.4,0.00917,0.00242,0.00424,0.0009,0.08192,0.0732,0.02547,2.56,-14.1,-21,16.7,0.1001,0.00917,0.00242,0.08193,0.02546
Japanese,F,ppt,ppt_jpn,2,2,cas,casual,4.078,,226.4,229.1,16.9,180.6,255.8,75.2,93.82,94.08,1.33,10.23,16.26,6.03,67.2,61.8,40,0.00614,0.00158,0.00267,0.0005,0.07591,0.07609,0.02434,2.64,-14.1,-22.9,17.3,0.0701,0.00614,0.00158,0.07591,0.02434
Japanese,F,ppt,ppt_jpn,2,2,pol,polite,9.885,,260.9,270.1,33.6,175.6,322.2,146.6,96.18,96.93,2.33,9.74,20.25,10.51,64.2,55.4,38.8,0.00788,0.00192,0.00382,0.0005,0.09268,0.09062,0.02997,5.3,-15.8,-24,16,0.1102,0.00788,0.00192,0.09268,0.02997
Japanese,F,ppt,ppt_jpn,2,3,cas,casual,1.37,,218.7,220.4,34.4,165.3,298.6,133.2,93.06,93.41,2.71,8.71,18.94,10.23,65.7,61.7,39,0.0171,0.00469,0.00439,0.0011,0.08039,0.08722,0.02798,-2.55,-14.2,-25.2,13.2,0.1233,0.0171,0.00469,0.08039,0.02798
Japanese,F,ppt,ppt_jpn,2,3,pol,polite,2.348,,275.2,265.5,55.5,177.9,390.6,212.7,96.91,96.63,3.41,9.97,23.59,13.61,72.1,68.2,35.7,0.01059,0.00234,0.00466,0.0007,0.09495,0.08742,0.04238,3.23,-12.6,-25.2,14,0.1105,0.01059,0.00234,0.09495,0.04238
Japanese,F,ppt,ppt_jpn,2,4,cas,casual,1.505,,272.4,262.3,84,168.8,458.9,290.1,96.28,96.42,5.24,9.07,26.38,17.31,73.5,66.9,34.8,0.01157,0.00179,0.00371,0.0012,0.1153,0.13027,0.03995,-2.01,-13.7,-18.4,14,0.0733,0.01157,0.00179,0.1153,0.03995
Japanese,F,ppt,ppt_jpn,2,4,pol,polite,2.829,,231.7,232.8,26.6,169.9,291.8,122,94.15,94.36,2.03,9.18,18.54,9.37,62,57.7,37.4,0.01107,0.00318,0.00602,0.0005,0.08084,0.07793,0.02931,5.02,-16.4,-23.8,15.4,0.1093,0.01107,0.00318,0.08084,0.02931
Japanese,F,ppt,ppt_jpn,2,5,cas,casual,19.207,,243.2,247.7,51.4,158.6,381.2,222.6,94.72,95.43,3.68,7.98,23.17,15.19,66.1,54.9,41.6,0.00871,0.00211,0.00408,0.0009,0.09776,0.08529,0.03867,-0.11,-14.4,-23.7,14.3,0.1197,0.00871,0.00211,0.09775,0.03868
Japanese,F,ppt,ppt_jpn,2,5,pol,polite,9.743,,237,243.4,38.7,130.6,321.4,190.8,94.4,95.13,3.18,4.63,20.21,15.59,65.9,60.5,40.1,0.00774,0.0022,0.00388,0.0008,0.09036,0.09209,0.03186,-1.92,-14.5,-22,15.1,0.1026,0.00774,0.0022,0.09036,0.03186
Japanese,F,ppt,ppt_jpn,2,6,cas,casual,2.369,,201.5,195.9,34,150.3,293.5,143.2,91.63,91.37,2.73,7.06,18.64,11.58,63.9,56.8,34.5,0.01241,0.00313,0.00599,0.0008,0.09926,0.1053,0.03817,6.55,-14.9,-21.1,11.7,0.1276,0.01241,0.00313,0.09931,0.03802
Japanese,F,ppt,ppt_jpn,2,6,pol,polite,5.943,,283.7,281.7,31.5,203.8,357,153.2,97.67,97.66,1.95,12.33,22.02,9.69,71.4,62.1,43.2,0.00766,0.00186,0.004,0.0005,0.09248,0.10816,0.02789,0.72,-11.5,-24.1,16.4,0.1182,0.00766,0.00186,0.09248,0.02789
Japanese,F,ppt,ppt_jpn,3,1,cas,casual,18.142,,211.7,205.2,39.2,78.2,313.2,235,92.41,92.17,3.27,-4.25,19.76,24.01,67.1,58.5,43,0.00995,0.00268,0.00479,0.001,0.07636,0.07145,0.02352,1.72,-13.6,-19.5,16.2,0.0971,0.00995,0.00268,0.0764,0.02354
